3.659139792944188230e-06,1.975606567228282984e-09,1.801711050575249828e-06,1.007032005873043090e-05,1.415163819462605943e-10,9.336440598417539150e-08,1.247938991727481906e-11,9.999833106994628906e-01,7.458738338073089835e-08,9.850197102423408069e-07
3.910061877832049504e-06,1.211222866004391108e-06,9.999946355819702148e-01,1.250119936457849690e-07,1.306544542695187161e-11,6.238721761420151779e-10,1.542172185509116389e-07,6.080488890169988281e-10,5.551866877340216888e-08,9.819458614279685804e-13
1.075924410542938858e-05,9.986635446548461914e-01,9.618039621273055673e-05,8.850422091200016439e-06,5.683454583049751818e-05,9.517500984657090157e-06,7.192060002125799656e-05,8.569759083911776543e-04,2.078023535432294011e-04,1.768892252584919333e-05
9.998185038566589355e-01,8.856023328007722739e-07,4.627603175322292373e-06,9.910271492330480214e-10,7.048205361570580862e-07,2.248050989805960853e-08,1.734557299641892314e-04,1.364557988381420728e-06,1.211045912441477412e-07,3.945548883166338783e-07
3.618058030951942783e-07,5.193263419300819805e-08,6.254755646750709275e-08,1.240784142098050324e-10,9.996498823165893555e-01,3.515675928156269947e-07,1.061487728293286636e-05,3.026457761734491214e-06,1.736724755119212205e-07,3.355076478328555822e-04
1.525771864407943212e-07,9.997735619544982910e-01,1.863326588136260398e-06,4.309684982217731886e-07,3.967760221712524071e-06,2.830236667250574101e-07,2.980159763410483720e-07,1.983646507142111659e-04,2.028719791269395500e-05,8.254618251157808118e-07
9.026710046100561158e-08,9.196283485835010651e-07,4.082149303030746523e-07,9.559830260741364327e-09,9.982758760452270508e-01,1.964913644769694656e-05,2.788500569295138121e-05,2.463949749653693289e-05,8.082121494226157665e-04,8.423189283348619938e-04
7.394634849333669990e-06,4.971931339241564274e-04,6.973771960474550724e-04,8.299535256810486317e-04,2.791828243061900139e-03,1.814536401070654392e-03,5.294261427479796112e-06,1.148473238572478294e-03,1.787567627616226673e-03,9.904204010963439941e-01
1.451709408684109803e-06,1.979820808628574014e-06,2.049240492851822637e-06,4.210279680449957596e-09,1.695692299108486623e-05,7.827122807502746582e-01,2.166931927204132080e-01,1.873021560072629654e-08,5.267861997708678246e-04,4.522561721387319267e-05
5.975474550723447464e-07,1.801566007486599119e-09,2.015756166429127916e-07,2.004208177197597252e-08,7.541312515968456864e-05,6.127266942712594755e-07,2.086629109498971957e-07,4.011045675724744797e-04,1.436773018212988973e-04,9.993780851364135742e-01
