8.544285224968839830e-32,3.255538236843015305e-25,2.219776493848842685e-20,4.430611601484513292e-21,2.721255279487187250e-33,2.076859304802589691e-32,0.000000000000000000e+00,1.000000000000000000e+00,8.462098327501720053e-30,3.434635818431447216e-20
0.000000000000000000e+00,2.943927888666506961e-33,1.000000000000000000e+00,1.416640845548137973e-32,0.000000000000000000e+00,0.000000000000000000e+00,2.187543911232810570e-38,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.256624757924861141e-29,1.000000000000000000e+00,7.615143833171380411e-17,1.372777472898834915e-25,5.821830823535197345e-17,1.231712321769805524e-21,5.479324753011166477e-21,1.244784847030319663e-13,5.150171018751775569e-16,1.526685823090026075e-23
9.999996423721313477e-01,4.499262409445340880e-15,3.561696075848885812e-07,1.277682994127449234e-11,1.543762188395414459e-12,7.321770273405192597e-11,1.582199438132647629e-08,4.538730849490413277e-11,3.710887066382673183e-12,1.355505846456495078e-10
6.555216439108058069e-14,4.940330252772547406e-17,3.626890237792834704e-12,1.152377984981818698e-17,9.999943971633911133e-01,6.850011009806866724e-14,7.775056030316467026e-15,4.607400832384866973e-12,6.837623322359862033e-14,5.545939529838506132e-06
6.691649008451419561e-29,1.000000000000000000e+00,7.522222809252965754e-20,9.247130760845719539e-27,8.775888137935519695e-16,2.102600077276912773e-24,2.323322372481620350e-23,6.657962213236362503e-14,5.693526243152056184e-16,1.570660684924954125e-22
2.079899415274844505e-26,9.433748799935046106e-19,5.184708625875850217e-20,8.277419659731829469e-23,9.999985694885253906e-01,2.683120652741122214e-12,2.812947872669332220e-20,3.130870942277125257e-13,1.487903631414155825e-07,1.265355081159214024e-06
3.703890539518273631e-20,2.058031547372447811e-14,5.269161551524348397e-09,8.008785243873717263e-07,7.359208797907967892e-10,7.916974020805156442e-11,1.262193817217402225e-24,2.015430045076982424e-09,8.094554193593950231e-11,9.999991655349731445e-01
8.469075733507069705e-37,4.770649691428691910e-34,5.127763556450778026e-31,2.404078352346920546e-30,2.837669543447035310e-24,9.999922513961791992e-01,7.787994945829268545e-06,1.117378131455528651e-37,2.818971308832124456e-17,3.779167723422749780e-19
0.000000000000000000e+00,2.025783999495076969e-35,2.586444229960608729e-28,4.398814965183832373e-29,3.450090690568230478e-13,5.775503754317719910e-27,0.000000000000000000e+00,8.855526175636369013e-15,6.545558569929372561e-25,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,7.316500567530326933e-21,1.306962603290961802e-34,8.064461451801607645e-38,5.076194017427096652e-29,1.792079230736762030e-25,5.797201666257175387e-27,5.818085846232123252e-37,3.068495433540345521e-26
4.659896702177961786e-16,1.495956624134898619e-25,8.869515778224469521e-24,7.663108232072034198e-25,1.594813268290187156e-19,8.761351019681562491e-13,1.000000000000000000e+00,8.096479817192643822e-25,7.283016962948696271e-13,1.605978091621100942e-28
2.917014514357703553e-22,4.664544983401115173e-21,3.704751010634964314e-15,6.669369917444711859e-12,2.469084381395703076e-10,1.095175653723773346e-13,3.083877990080561925e-27,1.157144909405549704e-12,6.783920078251223784e-14,1.000000000000000000e+00
1.000000000000000000e+00,1.898231159741747865e-30,1.355842081793324575e-18,2.521525166358548499e-26,2.949721003032528791e-23,2.868147638273041784e-20,2.635503628349708180e-15,1.789182781694164531e-14,2.063462784089761898e-20,1.754341511769574114e-19
1.406655659294600939e-34,1.000000000000000000e+00,6.232323795356228657e-24,5.739725368554849352e-27,9.813770448860442336e-23,4.758484206069065086e-22,5.516835138752662617e-25,1.789616766316804360e-21,2.137243988074993286e-16,2.095090121459208741e-24
4.035999701298340674e-34,4.148994603917733676e-24,2.548191409405189450e-28,5.154267312436344728e-13,3.142078399990727543e-33,1.000000000000000000e+00,1.077534199687260050e-25,1.976544246142347497e-24,1.577794890516283285e-22,1.555628277732807360e-22
6.763906383773499176e-14,3.184791972861557305e-21,1.542567722861987178e-12,2.292884632160152591e-12,3.761427974646736061e-11,6.523431443059045723e-15,5.029166035855776383e-21,4.078860582623633491e-10,5.135242925335958830e-12,1.000000000000000000e+00
2.901222372857701142e-30,1.565259219334605719e-30,1.234806218694095136e-16,5.826894945397518255e-25,5.906223152071100638e-34,1.507541550773610322e-38,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.312501093948119346e-24
2.835479820190879204e-21,4.684880217096708345e-20,2.745333405052008402e-10,9.999779462814331055e-01,3.721075539861489559e-20,2.765262685500147199e-09,7.862547598685580607e-17,4.164852316252962960e-18,2.210156526416540146e-05,1.297575893035395582e-17
2.918719110245254082e-21,2.052812265876738373e-13,3.581105545566107273e-14,3.214796414774141186e-20,1.000000000000000000e+00,5.059519286261741951e-18,8.996124243972921204e-20,5.591343794214553853e-12,3.665217441887764355e-18,1.213545756939549136e-11
4.335779714317693212e-14,1.048575226647585623e-09,9.428805826383612754e-12,2.931828391172786041e-10,1.438960026689528604e-07,1.480813804910496856e-09,7.454420365405642613e-19,3.457683196756988764e-04,2.443951263586541245e-09,9.996540546417236328e-01
2.992836669123926323e-23,4.003592221029581817e-37,3.474428401030529002e-30,9.636663191430925361e-31,1.597831678790241363e-29,8.476553660374808175e-12,1.000000000000000000e+00,9.397839136506028837e-35,6.771772892037034752e-20,1.256776945187297102e-29
2.637243434023368513e-15,1.430260746108770932e-30,5.373173016897309036e-24,8.884706952794996231e-27,3.632612531537421286e-21,1.715333435976278066e-16,1.000000000000000000e+00,1.756109607834133597e-26,5.104147417388264156e-17,4.833750131937232330e-30
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.620174699020162573e-27,0.000000000000000000e+00,1.000000000000000000e+00,1.072210844580056177e-27,0.000000000000000000e+00,1.920538098736807873e-33,1.832784653742880456e-27
1.552887506084399405e-11,1.121421955296852957e-09,1.329971965891019181e-10,6.120977748096112503e-13,9.999761581420898438e-01,5.270972026905074159e-12,8.149917372912707236e-12,7.740882210782729089e-07,9.200308050127947723e-12,2.297235369042027742e-05
1.000000000000000000e+00,0.000000000000000000e+00,5.141682826313904483e-19,1.988412227534572563e-29,5.027615072207239456e-20,3.142651401600432762e-27,1.991958149623702765e-21,9.779446189484738815e-19,3.431263314368237452e-24,4.921609130572332860e-15
0.000000000000000000e+00,6.115730339315580927e-36,3.605594664000551325e-21,3.817193159636262776e-23,1.096808011671808362e-36,1.872800699178063790e-35,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.086712504663154700e-19
3.966948285351362408e-25,4.967617820609435721e-21,1.010405357534162639e-18,2.650251180723722104e-24,1.000000000000000000e+00,5.723650399166532714e-21,2.980330333389816557e-21,1.908145613711305835e-18,6.089053395793997958e-21,1.779357707725783000e-14
1.000000000000000000e+00,1.222913557835588422e-31,8.361100874154647755e-12,6.486731784388803261e-22,1.143899927492976696e-26,1.635718157374501321e-20,1.237968521387091353e-20,3.515485756896784327e-18,4.858250164904433818e-20,6.693323832374935734e-17
6.509805430249270659e-31,1.000000000000000000e+00,6.120361051068136331e-18,2.308689006981173905e-18,3.620361091630238770e-18,1.074290933159985270e-19,2.682147588134975885e-23,1.842911553258250656e-16,6.893399764310199906e-16,3.448723092004137412e-20
0.000000000000000000e+00,4.384054517719427073e-30,4.983379784510531699e-25,1.000000000000000000e+00,0.000000000000000000e+00,3.833946671996984536e-23,0.000000000000000000e+00,5.611169448470504140e-28,3.931344221285548172e-28,5.295081151534584370e-23
5.472250446022801201e-26,1.000000000000000000e+00,2.964056538342659365e-16,5.507807311843623498e-20,5.900852909464715176e-15,7.688198770510838709e-18,4.226463183968355978e-20,1.918747990624792427e-14,7.529336854515678024e-14,4.681723682437521038e-16
0.000000000000000000e+00,4.713909141147736579e-31,8.880907863386697970e-28,1.000000000000000000e+00,0.000000000000000000e+00,7.967424884807847988e-26,0.000000000000000000e+00,2.441751587906033440e-37,2.124725317218638156e-31,8.260789420262880399e-35
1.035642817164006413e-12,2.871914074163760415e-35,4.693125810005446852e-26,0.000000000000000000e+00,1.000000000000000000e+00,3.033027002320492778e-24,4.949105356941785573e-19,5.604288443570283959e-18,9.005687916564902478e-31,2.779475668899333879e-23
3.342596650811091917e-32,1.382133746645128336e-13,5.569566509378010011e-12,6.894747901949049851e-14,3.949022284096830000e-27,2.465017296047220851e-30,3.058863019720732137e-35,1.000000000000000000e+00,3.175015045372414304e-21,2.208264950843717513e-20
3.217362017334179366e-34,2.405202695503052677e-26,1.000000000000000000e+00,6.264908483907287770e-24,0.000000000000000000e+00,1.424945880377745516e-37,0.000000000000000000e+00,7.271961412979510757e-26,4.946803755601893723e-26,0.000000000000000000e+00
